	tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
16	1168848163387654144	<s>El Gobierno reconoce a @<USER> que en materia humanitaria solo 2019 el total de lo destruido y o confiscado por Israel donde consta participación española asciende 68.700 euros.</s>	Yes	32	[]	['@ensanro']	31-40	1	0	0.0	0
17	1218673618613346305	"<s>.@<USER> ""El 'pin parental' es un intento más de la extrema derecha para volver a tiempos pretéritos"" #L6Nrufián</s>"	No	18	['#L6Nrufián']	[]	11-20	0	1	0.0	1
18	1174258051479756800	"<s>?Revisión del caso #Altsasu en el Tribunal Supremo La defensa pide la absolución de los acusados y que se elimine agravante ""discriminación"" ha hecho las penas sean hasta 13 años.</s><s>Más 1.000 días cárcel #EnJake @<USER></s>"	Yes	45	['#Altsasu', '#EnJake']	['@Xlapitz']	41-50	1	2	0.0	1
19	1191747000406073345	"<s>Jugar a ""encuentra las diferencias"" cuando se trata de VOX y del PP es imposible: el juez Serrano obtuvo un préstamo público 2 48 millones que jamás devolvió para una fábrica nunca terminó.</s>"	Yes	35	[]	[]	31-40	1	0	0.0	1
20	1265350762344955906	<s>Hemos movilizado a la comunidad internacional para que preste más ayuda millones de venezolanos desplazados y los países América Latina acogen.</s><s>Los donantes internacionales han suscrito compromisos por un total 2.544 millones.</s><s>Gracias!</s>	Yes	40	[]	[]	31-40	1	0	0.0	0
21	1288370638030282752	<s>No es de recibo que aquellos han atentado contra la unidad España gocen beneficios penitenciarios.</s><s>Las autonomías y las cesiones competencias (como instituciones penitenciarias) son el más firme aliado los buscan fractura Nación.</s>	No	46	[]	[]	41-50	0	0	0.0	0
22	1186723110587904000	<s>¡Recibimiento de CAMPEONES!</s><s>Así fue la acogida para nuestros héroes en los Global Games disputados Australia nada más aterrizar Madrid.</s><s>49 medallas ha logrado el #TeamESP este Mundial personas con discapacidad intelectual.</s>	No	38	['#TeamESP']	[]	31-40	0	1	0.0	3
23	1268199989358059521	<s>Coronavirus: La Generalitat suspende las ayudas para pagar el alquiler ante la avalancha de solicitudes Cataluña EL PAS</s>	Yes	21	[]	[]	21-30	1	0	0.0	0
24	1301829382651154432	<s>Vídeo reunión con #ANETRA Asociación Nacional Empresarios Transportes en Autocares formada por más de 9000 empresas: Estamos heridos muerte #MotivosParaLaMoción @<USER> hemos registrado iniciativas para proteger a 11 000 trabajadores directos.</s>	Yes	35	['#ANETRA', '#MotivosParaLaMoción']	['@PatriciadlHeras', '@VOX_Congreso']	31-40	1	2	0.0	0
25	1229887345958232066	<s>Ya hay más potencia eólica que nuclear en el Viejo Continente.</s><s>Europa supera listón de los 200.000 megavatios instalada @<USER> #eolica #renovables vía</s>	Yes	32	['#eolica', '#renovables']	['@WindEurope', '@aeeolica', '@APPA_Renovables', '@ERenovables']	31-40	1	2	0.0	0
26	1184085961854111745	"<s>El PSOE demostró su apoyo a Torra durante la moción #PorLaConvivencia @<USER> ""Cs sigue siendo el referente incontestable del Constitucionalismo en Cataluña.</s><s>No podemos dejar futuro de 7 5 millones catalanes manos Torra"" #ActualidadCs</s>"	No	40	['#PorLaConvivencia', '#ActualidadCs']	['@Lroldansu']	31-40	0	2	0.0	1
27	1266416479911776270	<s>Borrás: @<USER> ha venido a dar voz sectores que nunca antes han sido escuchados</s>	No	18	[]	[]	11-20	0	0	0.0	4
28	1281991357389844485	<s>Fue histórico inolvidable maravilloso muchos dicen que será irrepetible...</s><s>Un país unido por el Deporte y los colores de su bandera...tan solo hace diez años.</s><s>Ojalá todo se vuelva a repetir...</s><s>ESPAA #campeonesdelmundo</s>	No	36	['#campeonesdelmundo']	[]	31-40	0	1	0.0	1
29	1220350394049667072	<s>Exactamente expresident.</s><s>No ha cambiado nada.</s><s>eras presidente ayer y sigues sin serlo hoy.</s><s>A ver si se entera Sánchez suspende vuestra reunión fake.</s>	No	27	[]	[]	21-30	0	0	0.0	4
30	1218137295188123648	<s>Pedro Sánchezha dado el visto bueno a la apertura de las 'embajadas' catalanas enArgentina MéxicoyTúnez.</s><s>Empiezan cesiones sus socios separatistas.</s><s>Incrementan gasto en majaderías despreciando urgencia política sociales.</s>	Yes	39	[]	[]	31-40	1	0	0.0	0
31	1279788972470870018	<s>Torra se cargó en 24 horas 3 días de la fase 2 y los 15 Lleida.</s><s>tiene las competencias trabajo.</s><s>sanidad.</s><s>sobre Mossos Pero les ha faltado tiempo para echar culpa al gobierno España.</s>	Yes	54	[]	[]	51-60	1	0	0.0	0
32	1188081539042689025	<s>MADRID.</s><s>Plaza de Colón.</s><s>Si la Delegación del Gobierno Pedro Sánchez dice que hemos sido 20.000 en el acto VOX... ¡imaginad cuantos sido! #EspañaSiempre #Madrid #PlazaDeColón</s>	No	30	['#EspañaSiempre', '#Madrid', '#PlazaDeColón']	[]	21-30	0	3	0.0	0
33	1101098306854445058	<s>El 54 7% cree que hubiera sido bueno aprobar los #PGE19.</s><s>46 4 de votantes Cs en 2016 creen aprobarlos.</s><s>#CIS</s>	Yes	27	['#PGE19.', '#CIS']	[]	21-30	1	2	0.0	0
34	1171723051664367616	<s>Quienes cometen delitos en Cataluña deben saber que también los España y Europa.</s><s>Los huyen de la Justicia española europea.</s><s>Así lo ha dicho @<USER> hoy ?</s>	No	35	[]	['@Albert_Rivera']	31-40	0	0	0.0	1
35	1218171929745674240	<s>Vuelve a ver las intervenciones de @<USER> en donde debatió sobre... ...el nombramiento Delgado la politización justicia española el #PINParental y contradicciones derecha sobre legitimidad legalidad.</s>	No	39	['#PINParental']	['@OskarMatute', '@Lanoche_24h']	31-40	0	1	0.0	1
36	1178709348060663808	<s>El precio del alquiler en la Unión Soviética estuvo congelado desde el año 1928 (10% salario) hasta 1982 (2% salario).</s><s>A David Pérez le interesa más otro modelo de gestión lo público como exitoso Eurovegas o regalar ilegalmente vivienda social a fondos buitre.</s>	Yes	46	[]	[]	41-50	1	0	0.0	0
37	1167512471118237698	<s>Hoy en el #CMin hemos aprobado las dos convocatorias de ayudas a #investigación I+D+I más importantes la Agencia Española Investigación.</s><s>Juntas suman 622 millones euros.</s><s>Menos retrasos y menos burocracia para conocimiento progreso.</s>	Yes	41	['#CMin', '#investigación']	[]	41-50	1	2	0.0	0
38	1217909981070143505	<s>A @<USER> en este tuit le falta una aclaración: la Ley totalitaria que permite el adoctrinamiento de nuestros hijos los colegios Madrid fue creada y aprobada por PP.</s><s>#</s><s>PINParental</s>	Yes	34	['#PINParental']	['@TeoGarciaEgea']	31-40	1	1	0.0	1
39	1224653691812286465	"<s>Alerta entre médicos y estudiantes por el posible traspaso del MIR a Cataluña Acabarían con examen único en toda España la ""joya de corona"" nuestro sistema El Sindicato Médico Catalán ""El tiene un grado categoría profesional enorme nivel internacional""</s>"	Yes	47	[]	[]	41-50	1	0	0.0	1
40	1227606925472419840	"<s>0 45%.</s><s>Es el ""click-through rate"" (% que abre enlace) de artículos compartidos por cuentas con más 10.000 seguidores.</s><s>O sea 99 55% los ven este tuit no irá al párrafo 10 donde dice España dio 1 5 millones (10 veces MS Cataluña) a la mismísima comisión.</s>"	Yes	51	[]	[]	51-60	1	0	0.0	0
41	1180431779293011970	<s>¡Ya somos TT 1 en España!</s><s>Sin vuestro apoyo Podemos no tendría sentido.</s><s>Salimos estas elecciones a ganar las instituciones para la gente.</s><s>Con vosotros y vosotras ¡sí se puede!</s><s>#ElPoderDeLaGente</s>	Yes	34	['#ElPoderDeLaGente']	[]	31-40	1	1	0.0	3
42	1199662756963717121	<s>¡Enhorabuena @<USER> !</s><s>Mis mejores deseos para sus nuevas responsabilidades al frente de la .</s>	No	15	[]	['@SalvatoSciacchi!', '@icao.']	11-20	0	0	0.0	1
43	1215928564505305088	<s>En el marco del Forum 2020 de la asociación China EV100 secretario general Industria y Pyme Raül Blanco se ha reunido con director para Europa BYD empresa china fabricante vehículos eléctricos.</s>	No	38	[]	[]	31-40	0	0	0.0	0
44	1217753504938369025	<s>Camino de Vitoria donde trasladaré a sindicatos y empresarios las prioridades en materia industrial del Gobierno desde la serenidad responsabilidad el realismo visión futuro.</s><s>España necesita compromiso esfuerzo todos para impulsar nuestra industria.</s>	No	42	[]	[]	41-50	0	0	0.0	1
45	1281901919083126784	<s>Don @<USER> no se lo cree ni Vd. Y el cartel de detrás debía decir : SOM UN DESASTRE UNA FALLADA GREU.</s><s>Illa dice que España es donde mejor ha controlado la pandemia en pleno auge los rebrotes.</s>	No	43	[]	['@salvadorilla']	41-50	0	0	0.0	4
46	1186988785705345024	<s>Vacunados fantasma.</s><s>Cursos Dependencia Listas de espera fantasmas.</s><s>Prejubilaciones Fondos Europeos El Psoe es un partido lo más paranormal.</s>	No	25	[]	[]	21-30	0	0	0.0	0
47	1217506168098127876	<s>Dejo temporalmente mi trabajo en la @<USER> para incorporarme como Secretario de Estado a Vicepresidencia Derechos Sociales y Agenda 2030.</s><s>Ha sido un privilegio enseñar economía UAM.</s><s>Será honor impulsar los derechos sociales este país</s><s>junto</s>	No	44	[]	['@UAM_Madrid', '@PabloIglesias']	41-50	0	0	0.0	1
48	1186547505108049920	<s>EH Bildu 148 (+01) P. Popular 147 Cada papeleta de en Araba el próximo #10N estará llena responsabilidad y orgullo.</s><s>Orgullo por ser los las alavesas quienes dejemos sin representantes aquí a la derecha española reaccionaria.</s><s>#GoazenIñaki</s>	No	46	['#10N', '#GoazenIñaki']	[]	41-50	0	2	0.0	3
49	1219938024814972929	<s>Estamos trabajando para que el proyecto de la Y vasca sea una realidad cuanto antes.</s><s>Hasta fecha se han ejecutado más 3.500 millones euros acercar Euskadi a todos los ciudadanos nuestro país y del resto Europa.</s><s>#BasqueRailway</s>	Yes	44	['#BasqueRailway']	[]	41-50	1	1	0.0	0
50	1290303687626113025	<s>Podemos admite por primera vez pérdidas tras las debacles electorales: 2.648.097 en 2019: La pregunta es ¿ que banco le prestará el dinero?</s><s>Por si acaso antes de se lo regalen #MocionSeptiembre</s>	Yes	34	['#MocionSeptiembre']	[]	31-40	1	1	0.0	0
51	1205538674118713344	<s>Hoy he estado con el vicepresidente del Banco Central Europeo Luis de Guindos.</s><s>Con su nombramiento la Europa Euro reconoció que política económica Partido Popular es una referencia internacional y pronto volverá a serlo.</s>	No	38	[]	[]	31-40	0	0	0.0	0
52	1261010212405874688	<s>Tengo la suerte de contar con unos compañeros o as excelentes en el @<USER> y cada semana se asoma un@ al IGlive Pasaron ya Hoy he charlado política que viene Próximo martes: Respuesta UE a crisis</s>	No	45	[]	['@gpscongreso', '@Viondi', '@J_Zaragoza_', '@lauraberja86', '@afernb', '@perejoanpons']	41-50	0	0	0.0	1
53	1186654535105818624	<s>En España hay un 40% de energía renovable con el impulso los gobiernos del PP.</s><s>Creamos primer Ministerio Medio Ambiente ratificamos acuerdos Kioto y París legislamos para acabar residuos plásticos... seguiremos luchando contra cambio climático.</s>	Yes	43	[]	[]	41-50	1	0	0.0	1
54	1217731973453701121	"<s>Joan Baldoví sobre las declaraciones de Pablo Iglesias los tribunales españoles: ""Me pareció bien lo que dijo (...) Determinados organismos tienen la piel muy fina"" #LosDesayunos</s>"	No	31	['#LosDesayunos']	[]	31-40	0	1	0.0	3
55	1217080006356230145	<s>Las políticas neoliberales han condenado al Campo de Gibraltar a cifras paro del 27% llegando el 70% entre jóvenes.</s><s>El acuerdo #Brexit no puede dejar atrás sus 13.000 trabajadoras y trabajadores transfronterizos.</s><s>@<USER> en pleno Parlamento Europeo</s>	Yes	44	['#Brexit']	['@sirarego']	41-50	1	1	0.0	0
56	1218550250807472128	<s>El chiringuito de derechos civiles gasta 200.000 en propaganda.</s>	Yes	10	[]	[]	0-10	1	0	0.0	0
57	1227205768849633280	<s>Rueda de prensa la ministra @<USER> y portavoz del Gobierno María Jesús Montero vicepresidenta tercera Nadia Calviño para informar sobre los acuerdos #CMin.</s><s>En #directo a partir las 13:00h.</s>	No	41	['#CMin.', '#directo']	['@Haciendagob', '@_minecogob,']	41-50	0	2	0.0	0
58	1168972668093325313	<s>?</s><s>Demoledor: 2.212 parados más en Castilla la Mancha.</s><s>Claramente las actuales políticas de creación empleo son un fracaso.</s><s>@<USER> presentará una serie medidas para revertir situación.</s><s>Por fin se hará #PolíticaUtil verdad #CastillaLaMancha.</s>	Yes	40	['#PolíticaUtil', '#CastillaLaMancha.']	['@Cs_CLM']	31-40	1	2	0.0	0
59	1190549084253442050	<s>Más País-Chunta mintiendo a sus votantes.</s><s>El último escaño en Zaragoza no se lo llevó Vox sino el PSOE por los pelos sobre Cs.</s><s>sacó 20.000 votos + de necesarios.</s><s>Votar Chunta pone riesgo 1er UP y 3ero beneficio Cs</s>	Yes	53	[]	[]	51-60	1	0	0.0	0
60	1220339721836036097	<s>Somos una región rica porque apreciamos la diversidad.</s><s>A nadie que viene a Madrid le preguntamos de dónde sino qué quiere hacer para conseguir sus sueños.</s><s>¡Feliz #AñoNuevoChino toda comunidad china! #AñodelaRata #ChineseNewYear</s>	No	38	['#AñoNuevoChino', '#AñodelaRata', '#ChineseNewYear']	[]	31-40	0	3	0.0	4
61	1188475040343515136	<s>Cientos de miles españoles defienden en Barcelona la unidad España...</s><s>@<USER> con los jóvenes; PP y Cs el PSOE</s>	No	24	[]	['@vox_es,']	21-30	0	0	0.0	0
62	1219252408225759232	<s>El Pin Parental en un minuto.</s>	No	7	[]	[]	0-10	0	0	0.0	3
63	1171160052218155009	<s>Mañana martes a partir de las 8:50h @<USER> interviene en .</s><s>Síguelo directo</s>	No	19	[]	['@Yolanda_Diaz_', '@Desayunos_tve.']	11-20	0	0	0.0	0
64	1176152280950824962	<s>8:00 Registros de la Guardia Civil en el Valls 9:00 Primeras detenciones 10:00 Comunicado hablando presunto material 12:00 Tertulianos hablan terrorismo 13:00 C's habla explosivos 20:00 Llegas a casa y Telediario ya ETA Así funciona.</s>	No	46	[]	[]	41-50	0	0	0.0	0
65	1219670158316273665	<s>@<USER> deposita la corona de flores delegación eurodiputados españoles en Auschwitz el 75 aniversario liberación del campo exterminio.</s><s>Ni un solo representante izquierda pleno auge antisemitismo Europa.</s>	Yes	41	[]	['@hermanntertsch']	41-50	1	0	0.0	1
66	1219644002074578944	<s>Por justicia climática entre territorios y generaciones.</s><s>el futuro.</s><s>responsabilidad porque las instituciones deben liderar los cambios en la sociedad.</s><s>El #CMin declara #EmergenciaClimática como muestra de su compromiso con este desafío que debemos abordar todos.</s>	No	41	['#CMin', '#EmergenciaClimática']	[]	41-50	0	2	0.0	1
67	1194611461177393152	<s>Más de 7.800 niños niñas y adolescentes cruzaron el Estrecho Gibraltar en 2018.</s><s>@<USER> ha premiado a por su trabajo favor esa infancia migrante refugiada.</s><s>#PremiosSave</s>	Yes	33	['#PremiosSave']	['@SaveChildrenEs', '@salvamentogob']	31-40	1	1	0.0	0
68	1141268019055927296	<s>La mafia del 3% vuelve a ser noticia en Cataluña.</s><s>El juez ha imputado 15 empresas por el pago de comisiones CDC cambio dedazos los contratos obras o servicios públicos.</s><s>Luego tienen la cara dura decir que España nos roba cuando quienes roban son ellos.</s>	Yes	54	[]	[]	51-60	1	0	0.0	0
69	1221395656876724225	<s>La patada de Pedro Sánchez a #Andalucía.</s><s>El presidente del Gobierno España se niega pagarnos los 537 millones euros que son todos andaluces.</s><s>Extracto la entrevista publicada hoy en @<USER></s>	Yes	39	['#Andalucía.']	[]	31-40	1	1	0.0	0
70	1225696824972853250	<s>Entrando en @<USER> !</s>	No	5	[]	['@esRadio']	0-10	0	0	0.0	2
71	1165290203587764224	<s>Sobre los Puntos Violetas el portavoz de @<USER> recuerda que para atender denuncias y mantener orden ya está la Policía Municipal Nacional no un chiringuito subvencionado con 12.000 euros.</s>	Yes	33	[]	['@Vox_Alcorcon,', '@PedroMorenoGmz,']	31-40	1	0	0.0	0
72	1226887005801533446	"<s>Hoy hemos registrado en el @<USER> la Ley de Muerte Digna.</s><s>""Es un paso previo a Eutanasia y asegura libertad decisión del enfermo estando informado con plenas garantías""</s><s>#GobiernoARV</s>"	No	39	['#GobiernoARV']	['@Congreso', '@BalEdmundo']	31-40	0	1	0.0	3
73	1171167460671856640	<s>Un nigeriano de 28 años (aun no sabemos si ilegal o no) es detenido tras intentar raptar a una niña 11 en un parque Getafe.</s><s>Dicen la prensa que se desconocen las intenciones del sujeto.</s><s>Por cierto ¡Qué montón hechos aislados!</s>	Yes	47	[]	[]	41-50	1	0	0.0	0
74	1218157918165618688	<s>@<USER> anuncia la presentación de una proposición ley en el para que no se pueda elegir nunca más a un político como fiscal general del Estado.</s>	No	30	[]	['@TeoGarciaEgea', '@Congreso_Es']	21-30	0	0	0.0	1
75	1227671536204730369	<s>Vicepresidenta Calvo: en la nueva ley de memoria irá Información pública los archivos AGE desde el 14-4-31 al final 82.</s><s>Sé q PNV le interesa este asunto otra amplitud y relación a secretos estado gobierno está ya trabajando.</s><s>A ver si es así</s>	No	54	[]	[]	51-60	0	0	0.0	4
76	1165250917563817985	<s>Gran Rovira Secretaria General d'ERC: ens hem trobat amb un Estat social irreformable i immobilista que protegeix els privilegis duna minoria (...) una casta política oligoplica extreu de lerari públic molts recursos en benefici duns quants.</s>	No	38	[]	[]	31-40	0	0	0.0	2
77	1191509357491556354	"<s>BULO de @<USER> .</s><s>""@<USER> se inventa que suprimir la sanidad universal a los inmigrantes ahorraría mil o dos millones..."" FALSO: Lo ha preguntado.</s><s>Además teniendo en cuenta un informe del Tribunal Cuentas calculó unos 1.000 millones 2012.</s>"	Yes	45	[]	['@eldiarioes.']	41-50	1	0	0.0	0
78	1284794610984910849	<s>Nos toca vivir un #GPEspaña de #MotoGP diferente.</s><s>Aunque las gradas están vacías y no escuchamos el rugir motos los aficionados hoy Jerez Andalucía vuelven a estar en mundo más 400 millones espectadores siguen este domingo la gran fiesta del #motociclismo.</s>	No	49	['#GPEspaña', '#MotoGP', '#motociclismo.']	[]	41-50	0	3	0.0	4
79	1192506774349324289	<s>Faltan aún dos horas y media para el mitin de @<USER> en Valencia ya empieza a haber cola parking del recinto...me da que las 9.000 sillas se van quedar cortas.</s><s>No quiero imaginar cómo estará esto 19h cuando llegue</s>	No	47	[]	['@vox_es', '@Santi_ABASCAL']	41-50	0	0	0.0	0
80	1217895043585007616	<s>@<USER> en A Pedro Sánchez no le traiciona el cansancio sino subconsciente: hemos podido comprobar del Presidente Gobierno cómo cuestionaba la ley y negociaba con ERC desjudicializar de procesos judiciales que están abiertos.</s>	No	39	[]	['@cucagamarra', '@rne']	31-40	0	0	0.0	3
81	1177658798045110277	<s>Muy preocupado por el futuro de la plantilla Endesa en As Pontes.</s><s>Están juego los proyectos 750 familias una comarca y 50% del tráfico Puerto Ferrol.</s><s>El Gobierno central no puede seguir actuando todo sin pensar lo que se lleva delante</s>	Yes	53	[]	[]	51-60	1	0	0.0	3
82	1218126858157543424	<s>Feliz cumpleaños @<USER> 6 años intensos transformando España y sus territorios para poner la vida en el centro mediante políticas públicas.</s><s>Gracias por existir! #6AñosGraciasATi</s>	Yes	26	['#6AñosGraciasATi']	['@PODEMOS']	21-30	1	1	0.0	1
83	1179334328884576256	<s>Hoy hemos recibido en el Parlamento Europeo a la Red de Abogados y Abogadas España @<USER> que nos han contado situación precaria del sector abogacía independiente.</s><s>A finales noviembre celebran su congreso fundacional</s>	No	41	[]	['@AbogaciaEnRedes,']	41-50	0	0	0.0	0
84	1218121813181575168	<s>Gracias por no desfallecer nunca el trabajo la ilusión las sonrisas empatía construir día a un proyecto colectivo que ha conseguido llegar al Gobierno para mejorar vida de gente y hacer personas sean lo primero.</s><s>#6añosGraciasATi</s>	No	48	['#6añosGraciasATi']	[]	41-50	0	1	0.0	4
85	1200740984503574528	<s>El PG en funciones @<USER></s><s>y la ministra de Teresa Ribera visitan las instalaciones donde se celebrará desde este lunes #COP25 Una Cumbre organizada tiempo récord con el trabajo 6.000 profesionales 2.000 voluntarios.</s><s>¡Es #TiempoDeActuar!</s>	No	41	['#COP25🌍', '#TiempoDeActuar!']	['@sanchezcastejon,', '@mitecogob,']	41-50	0	2	0.0	3
86	1159506108295372800	<s>El @<USER> subcontrata la gestión del Gran hermano antiterrorista.</s><s>Una empresa privada será encargada de gestionar el Sistema PNR que almacena todos los datos pasajeros.</s><s>¿Pensaban por ser agosto pasaría inadvertido?</s><s>coste es casi 4.000.000 euros.</s>	Yes	43	[]	['@interiorgob']	41-50	1	0	0.0	0
87	1168435516762656768	"<s>@<USER> ""Tenemos que sumar con inteligencia por el bien de España como hicimos en Andalucía y Madrid"" #RiveraEnOndaCero suma pero la corrupción resta: no todo mundo va votar un partido tiene más cuarenta casos resolver.</s>"	No	46	['#RiveraEnOndaCero']	['@Albert_Rivera']	41-50	0	1	0.0	4
88	1188112346729910276	<s>Proponemos una reforma fiscal para que se cumpla la Constitución española: sistema progresivo y devolución de los 60.000 millones bancos deben a las familias españolas.</s><s>@<USER> #UnGobiernoContigo10N</s>	No	31	['#UnGobiernoContigo10N']	['@Pablo_Iglesias_']	31-40	0	1	0.0	0
89	1226785590835863553	<s>La reforma del Código Penal es la fórmula que ha encontrado el Gobierno para llegar hasta amnistía exigen sus socios independentistas.</s><s>exigencia mantener a flote gobierno de Sánchez.</s><s>@<USER></s><s>en</s>	No	37	[]	['@cucagamarra', '@ondamadrid']	31-40	0	0	0.0	1
90	1190564342707761152	<s>En abril Sánchez ocultaba las cifras macroeconómicas pero ahora ya no puede y los españoles tienen muy reciente la crisis de Zapatero.</s><s>Se destruyeron 3mill.</s><s>empleos Dejó congeladas pensiones Recortó el sueldo a funcionarios.</s><s>@<USER></s><s>en</s>	Yes	41	[]	['@pablocasado_', '@findesemanacope']	41-50	1	0	0.0	0
91	1226928041487749121	<s>El #Delcygate se debatirá en el @<USER> gracias a .</s><s>Señor las sanciones de la #UE al régimen Maduro están para hacerlas cumplir por mucho que no le guste su socio Gobierno.</s>	No	37	['#Delcygate', '#UE']	['@Europarl_ES', '@Cs_Europa.', '@abalosmeco,']	31-40	0	2	0.0	1
92	1261573981381017600	"<s>¿Gama alta de éxito?</s><s>Más bien ""gama vergüenza"" con más 50.000 sanitarios contagiados y 76 fallecidos.</s>"	Yes	20	[]	[]	11-20	1	0	0.0	0
93	1170735039044362240	<s>Lasagresiones sexuales han aumentado 11% en BCN solo seis meses.</s><s>Alcaldesa con proclamas y puestos informativos no está todo hecho.</s><s>La solución pasa por más efectivos patrullaje inversión prevención.</s><s>¡Acción reacción Sra. Colau!</s>	Yes	43	[]	[]	41-50	1	0	0.0	0
94	1226947427925659650	<s>@<USER> Casi todo se puede deducir del título que ha elegido.</s><s>Ella elegido hablar de la política como construcción y vinculada a vida.</s><s>Los socialistas en el País Vasco han sido un ejemplo coraje.</s><s>#IdoiaConstruirParaConvivir</s>	No	44	['#IdoiaConstruirParaConvivir']	['@carmencalvo_', '@IdoiaMendia']	41-50	0	1	0.0	1
