	tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
11	1222113832644022272	<s><s>الغضبُ الساطعُ آتٍ وأنا كلّي إيمانْ! #صفقة_القرن_لن_تمر</s></s>	No	55	صفقة_القرن_لن_تمر		51-60	0	1	0.0	1
12	1222114234621943808	<s><s>هذه الأرض لا تتسع لهويّتين، إما نحن أو نحن!</s><s>#صفقة_القرن #صفقة_القرن_لن_تمر</s></s>	No	74	صفقة_القرن صفقة_القرن_لن_تمر		71-80	0	2	0.0	4
13	1222114809891696640	<s><s>  </s><s>شاهد صفقة القرن.... لن تمر #صفقة_القرن_لن_تمر</s></s>	No	47	صفقة_القرن_لن_تمر		41-50	0	1	0.0	1
14	1222140851696082688	<s><s>كيف ل #صفقة_القرن</s><s>أن تمر ونحن نصرخ مع أسلافنا من كل ساحات الأمّة بملء حناجرنا أنّ فلسطين الحرّة عربية والتحرير آت والخيار دوماً مقاومة! #صفقة_القرن_لن_تمر #صفقة_الذل #صفعة_القرن</s></s>	No	177	صفقة_القرن صفقة_القرن_لن_تمر صفقة_الذل صفعة_القرن		100+	0	4	0.0	4
15	1222145798579924736	<s><s>سيأتي ومعه جيش من الشهداء #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	53	القدس_عاصمة_فلسطين_الأبدية		51-60	0	1	0.0	4
16	1222148977421844480	<s><s>اللهم وحد شعب فلسطين في مواجهة صفقة القرن، واجعل صموده وثباته وتضحياته صخرة تتحطم عليها كل المؤامرات! #صفقة_القرن_لن_تمر</s></s>	No	120	صفقة_القرن_لن_تمر		100+	0	1	0.0	1
17	1222160439850733568	<s><s>أمام صفقة ترامب لا قيمة للخطب والبيانات إذا لم تترجم إلى مواقف عملية ويتم تفعيل العمل العسكري والانتفاضة داخل فلسطين بالدرجة الأولى مسنودة بوحدة وطنية فلسطينية ساعتها سنقول: #صفقة_القرن_لن_تمر</s></s>	No	192	صفقة_القرن_لن_تمر		100+	0	1	0.0	1
18	1222165954739589120	<s><s>يا قدسنا إسمعيني حبّك جاري في شراييني  #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	66	القدس_عاصمة_فلسطين_الأبدية		61-70	0	1	0.0	4
19	1222175315935612928	<s><s>كان اسمها فلسطين اليوم اسمها فلسطين سيبقى اسمها فلسطين #صفقة_القرن_لن_تمر #صفقة_العار #فلسطين   </s></s>	No	96	صفقة_القرن_لن_تمر صفقة_العار فلسطين		91-100	0	3	0.0	1
20	1222175995127586816	"<s><s>التغريدات الرافضة لصفقة القرن تجتاح مواقع التواصل الاجتماعي ""سنعود وسنبقى نحمي أسوارنا وقلاعنا، ليس منا من يب أو يفرّط وليس فينا من يجبن أو ينكسر""، واحدة من الكثير من التغريدات التي اجتاحت مواقع التواصل الاجتماعي رفضاً لصفقة القرن #سرقة_القرن #صفقة_القرن_لن_تمر</s></s>"	No	261	سرقة_القرن صفقة_القرن_لن_تمر		100+	0	2	0.0	1
21	1222183002631016448	<s><s>عم ببو القدس بمكة !</s><s>#</s><s>القدس_عاصمة_فلسطين_الأبدية #القدس_لنا أطهر أرض أنجس شعب !</s></s>	No	78	القدس_عاصمة_فلسطين_الأبدية القدس_لنا		71-80	0	2	0.0	4
22	1222188504156966912	<s><s>صفقة القرن ستكون المفتاح لبدايه النهاية الاسرائيلي وجود القوات الاميركيه في الشرق الاوسط.</s><s>بمختصر : بداية الانتقام لدماء شهدائنا القادة وغباء ترامب اعطى محور المقاومه المفتاح الاساسي.</s><s>#صفقة_القرن_لن_تمر من دون الصلاه في القدس كما قال الامين الموئتمن سنصلي في القدس #صفقة_القرن</s></s>	No	275	صفقة_القرن_لن_تمر صفقة_القرن		100+	0	2	0.0	4
23	1222189160103964672	<s><s>دي خريطه فلسطين الاصليه علموا اولادكم أن لاتوجد دوله اسمها إسرائيل #لا_لبصقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	110	لا_لبصقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
24	1222197195207847936	<s><s>فلسطين لنا ولن تكون يوما لغيرنا  طالما مازالت هناك أمة اسلامية لم ولن تتخلى عن الأقصى  الخزي والعار لكل حكام أمتنا وعلى مر التاريخ وتبا لهم اينما كانوا واينما وجدوا  #لااعتراف_بكيان_محتل #لا_لبصقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	230	لااعتراف_بكيان_محتل لا_لبصقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	3	0.0	4
25	1222199600263651328	<s><s>عذرا يا رسول الله فقد فرطنا في اولى القبلتين و ثالث الحرمين لك الله يا قدس، لك الله يا قدس، لك الله يا قدس   و لعنة الله عليكم يا حكام امتنا   #القدس_عاصمة_فلسطين_الأبدية #لااعتراف_بكيان_محتل #لا_لبصقة_القرن</s></s>	No	207	القدس_عاصمة_فلسطين_الأبدية لااعتراف_بكيان_محتل لا_لبصقة_القرن		100+	0	3	0.0	4
26	1222203656935825408	<s><s>الراس عالي ولا نبالي #تسقط_صفقاتكم #القدس_عاصمة_فلسطين_الأبديه</s></s>	No	62	تسقط_صفقاتكم القدس_عاصمة_فلسطين_الأبديه		61-70	0	2	0.0	1
27	1222204223808589824	<s><s>فلتسقط صفقة العار #القدس_عاصمة_فلسطين_الأبدية لازم يرجع تراند هيدا الهاشتاغ</s></s>	No	75	القدس_عاصمة_فلسطين_الأبدية		71-80	0	1	0.0	4
28	1222204288191037440	<s><s>فلسطين عربيه من البحر للنهر  #تسقط_صفقاتكم #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	70	تسقط_صفقاتكم القدس_عاصمة_فلسطين_الأبدية		61-70	0	2	0.0	4
29	1222206178199068672	<s><s>#لا_لبصقة_القرن #لا_لصفقة_القرن نعم للكفاح المسلح نعم للعمليات الفدائية نعم للإستشهاديين #تسقط_صفقة_القرن</s></s>	No	105	لا_لبصقة_القرن لا_لصفقة_القرن تسقط_صفقة_القرن		100+	0	3	0.0	4
30	1222207214234017536	<s><s>امة عربية بتسوى صرماية.... تفه ع شرفكن يا من تسمون انفسكم #ملوك حطكن ع اكل الرز و اكل الهوا الله يلعنكن يا يهود الامة #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	145	ملوك القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
31	1222208267839004672	<s><s>تخيل تكون بالشتات ، وعمرك ما شفت فلسطين و إنولدت بجيل الدنيا فيه خربانة اصلًا و قاعد بتحضر قرار لتصفية قضيتك وبلدك اللي انت اصلًا كل همّك تشوفها محررة ..</s><s>وجع قلب مش معقول .. #لا_لبصقة_القرن</s></s>	No	189	لا_لبصقة_القرن		100+	0	1	0.0	4
32	1222208490678235136	<s><s>اللهم رد كيد ترامب وأعوانه إلى نحورهم وقنا شرورهم   #تسقط_صفقة_القرن #لا_لبصقة_القرن</s></s>	No	84	تسقط_صفقة_القرن لا_لبصقة_القرن		81-90	0	2	0.0	4
33	1222208712795881472	<s><s>ترامب ونتنياهو قد لا يكونان في السلطة في العام المقبل...</s><s>أما المقاومة باقية باقية باقية حتى زوال (إسرائيل) #لا_لبصقة_القرن #فلسطين_ستتحرر #تسقط_صفقة_القرن #لا_لصفقة_القرن</s></s>	No	170	لا_لبصقة_القرن فلسطين_ستتحرر تسقط_صفقة_القرن لا_لصفقة_القرن		100+	0	4	0.0	4
34	1222209813255467008	<s><s>حسبنا الله ونعم الوكيل والله قلبي وجعني ع كدا قرارات  الله ينتقم من العربان   #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	122	تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
35	1222209835594285056	<s><s>اعملوا مية مؤتمر و حطوا عباس و بن سلمان و السيسي و كل العرب بجيبتكم، والله غير نرجع يا ولاد العايبة و نرجعها من الحد للحد و نطرد كل ابن خنزيرة منها، وعد ربنا راح يتنفذ شو ما كانت الظروف.</s><s>غل يا ربنا غل مش طبي، يا ريت الواحد مات و ما شاف هيك يوم! #صفقة_القرن #لا_لبصقة_القرن</s></s>	No	272	صفقة_القرن لا_لبصقة_القرن		100+	0	2	0.0	4
36	1222209996433297408	"<s><s>أبلغ وأوجز وأفضل تعريف لصفقة القرن ما كتبه الدكتور وليد عبدالحي ""جوهر صفقة القرن هو إقناع العرب والفلسطينيين أن فلسطين ""عقار"" لا ""وطن "" #صفقة_القرن #لا_لبصقة_القرن #فلسطين</s></s>"	No	171	صفقة_القرن لا_لبصقة_القرن فلسطين		100+	0	3	0.0	4
37	1222210115635417088	"<s><s>#</s><s>القدس عاصمة ""غير مجزأة"" للكيان الصهيوني..</s><s>هنيئاً ل""سماسرة"" السلام المزعوم! #صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>"	No	115	القدس صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	3	0.0	4
38	1222211319295807488	<s><s>سبحان الله المظلومية كيف بتنعاد والتاريخ كيف ب عيد نفسو...</s><s>بالليالي #الفاطمية عم يبو #فلسطين #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	120	الفاطمية فلسطين القدس_عاصمة_فلسطين_الأبدية		100+	0	3	0.0	4
39	1222211875380830208	<s><s>اين الشعوب العربية..</s><s>ترامب يب القدس ل نتنياهو..</s><s>ولن صفقة القرن..</s><s>والعرب نائمون..</s><s>ويلٌ لامةٍ باعت مقدساتها.. #صفقة_العار #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	147	صفقة_العار القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
40	1222212020017213440	<s><s>لن يزور هذان الفاشلان الفاسدان ماضينا ولن يحدد أحدهما مستقبلنا .</s><s>الشعوب هي من تصنع حاضرها ومستقبلها وتحفظ تاريخها .</s><s>#</s><s>القدس_عاصمة_فلسطين_الأبدية وتسقط #صفقة_القرن</s></s>	No	161	القدس_عاصمة_فلسطين_الأبدية صفقة_القرن		100+	0	2	0.0	4
41	1222212177475534848	<s><s>ياليتني مت قبل هذا وكنت نسيا منسيا..</s><s>ليتني لم أولد بزمن العار وتاريخ الذل اللهم أبرأ لك من أفعالهم #لا_لبصقة_القرن</s></s>	No	114	لا_لبصقة_القرن		100+	0	1	0.0	4
42	1222213253826215936	<s><s>و ستبقى فلسطين حرة، عربية، أبية، على هذه الأرض، سيدة الأرض، ما يستحق الحياة   #لا_لبصقة_القرن #صفقة_القرن</s></s>	No	105	لا_لبصقة_القرن صفقة_القرن		100+	0	2	0.0	4
43	1222214075792482304	<s><s>رسالة إلى نتنياهو وإلى كلابه المتصهينين  #لا_لبصقة_القرن #صفقة_القرن</s></s>	No	68	لا_لبصقة_القرن صفقة_القرن		61-70	0	2	0.0	4
44	1222214698168393728	<s><s>اقسم بالله انا مبسوطة سعيدة بسقوط الاقنعة شكرا للسعودية الاردن الامارات البحرين مصر السيسي ابو مازن.</s><s>وهو لا يمثلني  شكرا لانكم اثبتم انكم اشباه رجال، وان اظفر طفل فلسطيني بكل عروشكم الكلام عن الانظمه وليس للشعوب.</s><s>فلسطين حرة ليوم الدين  #لا_لبصقة_القرن</s></s>	No	251	لا_لبصقة_القرن		100+	0	1	0.0	4
45	1222214829450186752	<s><s>#</s><s>تسقط_صفقة_القرن عندما يرحل عن وجه هذه الحياة آخر مسلم، عندما يندثر آخر مصحف، عندما يُقتل آخر ضمير حي، ستكون لكم القدس وستكون لكم الأرض ويكون لكم كل شيء ودون ذلك لا تحلموا.</s><s>لا تحلموا ستبقى الروح تقاوم، الذاكرة تقاوم، ستبقى #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	250	تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
46	1222214915928272896	<s><s>50 مليار رشوه من السعودية والامارات لابو مازن ودول الجوار علشا نسيبكم تعيشوا ولا فلسطين ولا قدس ولا عزاء للحكام الخونه #لا_لبصقة_القرن</s></s>	No	134	لا_لبصقة_القرن		100+	0	1	0.0	4
47	1222215992698380288	<s><s>#</s><s>عاجل | #ترمب: شكرا لعُمان والبحرين والإمارات لإرسالهم سفرائهم للاحتفال معنا اليوم بخطتنا #لا_لبصقة_القرن</s></s>	Yes	105	عاجل ترمب لا_لبصقة_القرن		100+	1	3	0.0	3
48	1222216050927963904	<s><s>{وَلَا تَحْسَبَنَّ اللَّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ ۚ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الْأَبْصَارُ} #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	156	القدس_عاصمة_فلسطين_الأبدية		100+	0	1	0.0	4
49	1222216138593067008	<s><s>مصر :عليها اخلاء الارض في سيناء اسرائيل :عليها توجيه ضربه قوية للقطاع وارتكاب مجازر حتي يفر اهلها عبر معبر رفح الي سيناء مصر : تقدم الارض السعودية : تدفع ثمن تلك الارض لمصر ٥٨٠ مليار علي ١٠ سنوات بواقع ٥٨ مليار سنويا امريكا : تعطي الغطاء السياسي #لا_لبصقة_القرن</s></s>	No	261	لا_لبصقة_القرن		100+	0	1	0.0	4
50	1222216264493535232	<s><s>كل شبر من هالأرض إلنا ، كل نسمة هوا إلنا مهما حاولتوا ، فلسطين النا وصفقة القرن لن تمر إلا على أرواحنا   علّا يا بلادي علّا ، الموت ولا المذلة   وأعيد وأكرر اشي بديهي ومعروف لكن التذكير وَجَب.</s><s>القدس عاصمة فلسطين الابدية   #صفقه_القرن #لا_لبصقة_القرن</s></s>	No	249	صفقه_القرن لا_لبصقة_القرن		100+	0	2	0.0	4
51	1222216404654608384	"<s><s>شعور جدودنا ولينا في أيام مثل ""معاهدة وادي عربة، كامب ديفيد"" مثل شعورنا اليوم، متخيلين كمية العجز؟</s><s>احنا أضعف من المواجهة، أضعف من الضغط.</s><s>....</s><s>اللهم إنا نعوذ بك من العجز، نعوذ بك من قهر الرجال.</s><s>#صفقة_القرن #لا_لبصقة_القرن</s></s>"	No	220	صفقة_القرن لا_لبصقة_القرن		100+	0	2	0.0	4
52	1222216433419063296	<s><s>#</s><s>عاجل|| نتنياهو: يسعدني أن أرى سفراء الإمارات والبحرين وعمان هنا وهذا مؤشر لا للمستقبل فحسب بل للحاضر #لا_لبصقة_القرن</s></s>	Yes	117	عاجل لا_لبصقة_القرن		100+	1	2	0.0	3
53	1222217559304523520	<s><s>و ليمون يافا يابسٌ في غصونهِ ، وهل شجرٌ في قبضة الظُلم يُثمرُ!؟</s><s>#فلسطين #لا_لبصقة_القرن</s></s>	No	87	فلسطين لا_لبصقة_القرن		81-90	0	2	0.0	4
54	1222217800628035584	<s><s>#</s><s>القدس_عاصمة_فلسطين_الأبدية ما خلقنا لنيأس خلقنا لنخوض الحياة ونحن واثقين بالله,,, #فلسطين_ستتحرر  </s></s>	No	99	القدس_عاصمة_فلسطين_الأبدية فلسطين_ستتحرر		91-100	0	2	0.0	4
55	1222217809264095232	<s><s>اقسم بالله مش مبالغة بس شعور القهر والعجز احتلني وقلبي وجعني من كمية الذل والاهانة يلي سمعتها، الله يلعن كل واحد كان السبب او ساهم فيها ويلعن كل المطبعين وكل رئيس عربي ساكت #تسقط_صفقة_القرن #لا_لبصقة_القرن</s></s>	No	205	تسقط_صفقة_القرن لا_لبصقة_القرن		100+	0	2	0.0	4
56	1222217933008572416	<s><s>تبقين ما بقي الزمان عزيزة يا قدس مهما حاولوا أو دبروا #لا_لبصقة_القرن</s></s>	No	69	لا_لبصقة_القرن		61-70	0	1	0.0	4
57	1222218304833630208	<s><s>نحن شة علي ابن ابي طالب في العالم، لن نتخلّى عن فلسطين ولا عن شعب فلسطين ولا عن مقدسات الأمة في فلسطين   #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	149	تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
58	1222219721568854016	<s><s>يا أيّها الجمعُ الذليلُ خسئتُمُ...</s><s>فالحقُّ في سفْرِ الخليقةِ مُستَطَرْ أموالُكم تفنى ويبقى عارُها... وجزاؤكم يوم اللقاء المنتَظَرْ والنصرُ موعدُنا ووعدُ إلاهنا...</s><s>والأمرُ من ربي كلمحٍ بالبَصَر #لا_لبصقة_القرن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	253	لا_لبصقة_القرن تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	3	0.0	4
59	1222220827258753024	"<s><s>إلى حكومة الإحتلال الصهيوني وعلى رأسها "" النتن "" ياهو : #لا_لبصقة_القرن #تسقط_صفقة_القرن</s></s>"	No	88	لا_لبصقة_القرن تسقط_صفقة_القرن		81-90	0	2	0.0	4
60	1222220952030806016	<s><s>القدس قلبها عربي كقلب الشقاقي ..</s><s>روحها عاملية كروح مغنية ..</s><s>ستسقط الصفقات بأيادي خمينية .. #لا_لبصقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	134	لا_لبصقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
61	1222221647559696384	<s><s>هنرددها جيل ورا جيل بنعاديكي يا إسرائيل لا لبصقة القرن يسقط كل من شارك فيها يسقط كل من وافق عليها #صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	137	صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
62	1222221746507481088	<s><s>يا صاحب اللواء إنهم يبون القدس والقضية #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	83	تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		81-90	0	2	0.0	4
63	1222221794691764224	<s><s>هذه الأرض لا تتسع لهويتين أما نحن او نحن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	85	تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		81-90	0	2	0.0	4
64	1222223321217097728	<s><s>#</s><s>القدس_عاصمه_فلسطين_الابديه {وَلَا تَحْسَبَنَّ اللَّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الْأَبْصَارُ}</s></s>	No	154	القدس_عاصمه_فلسطين_الابديه		100+	0	1	0.0	0
65	1222223397566001152	<s><s>'' هذه الأرض لا تتسع لهويتين إما نحن او نحن   صفقة القرن تمهيداً لنهاية إسرائيل ومعركة وعد الآخرة   #تسقط_صفقه_القرن   #لا_لبصقه_القرن</s></s>	No	134	تسقط_صفقه_القرن لا_لبصقه_القرن		100+	0	2	0.0	0
66	1222223491925233664	<s><s>علمو أولادكم أن الحب فلسطين ..</s><s>والأمل فلسطين ..</s><s>والحلم فلسطين ..</s><s>أخبروهم بأنها عربية من الضفة وحتى غزة عاصمتها القدس ..</s><s>نوروهم فالجهل مخيف .</s><s>#القدس_عاصمه_فلسطين_الابديه</s></s>	No	168	القدس_عاصمه_فلسطين_الابديه		100+	0	1	0.0	0
67	1222224801764384768	<s><s>نحن نقف مع فلسطين ليس لأننا فلسطنيين أو حتى ليس لأننا من العالم العربي،بل نقف معها لأنها امتحان يومي لضمير العالم.</s><s>#تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	159	تسقط_صفقة_القرن القدس_عاصمة_فلسطين_الأبدية		100+	0	2	0.0	4
68	1222224819510530048	"<s><s>كل ما فيها وعليها ينطق ""انا عربي"" التاريخ يشهد، مهما طال الاحتلال لا بد أن ينتهي يوما.</s><s>#فلسطين #صفقة_القرن_لن_تمر</s></s>"	No	113	فلسطين صفقة_القرن_لن_تمر		100+	0	2	0.0	1
69	1222224903321071616	<s><s>الهدف واضح محدد و دقيق ...إزالة إسرائيل من الوجود.. #لا_لصفقة_القرن #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	95	لا_لصفقة_القرن القدس_عاصمة_فلسطين_الأبدية		91-100	0	2	0.0	4
70	1222226477187522304	<s><s>سيساوي: الحمدلله مصر مش زي الإمارات وعمان والبحرين، وسفير السيسي البطل محضرش مؤتمر #صفقة_القرن، #لا_لبصقة_القرن وتحيا مصر الحرة.</s><s>السيسي: .......</s></s>	No	144	صفقة_القرن لا_لبصقة_القرن		100+	0	2	0.0	4
71	1222228396891156480	<s><s>اليوم سوف يتضح منهم أبناء المتعة والعبيد الذين يلهثون بعد اطماع الدنياء والمال ويتحالفون مع العدو المغتصب لمقدساتنا الدينية ويقوم بتأييد #صفقة_ترمب ومنهم سف الله المسلول الماضون على نهج سيدنا محمد واله الاطهار الذي سوف يسلوا سيوفهم من أغمادها ويوجهونها صوب العدو #لا_لبصقة_القرن</s></s>	No	278	صفقة_ترمب لا_لبصقة_القرن		100+	0	2	0.0	4
72	1222228422392459264	<s><s>المجرم #ترامب لم يستوعب التغيرات الحاصلة في المنطقة يريد أن يخدم الكيان الصهيوني بأي ثمن وعليه أنلم أن محور المقاومة وفي مقدمتهم الشعب اليمني لن يتوقفوا حتى تحرير #الأقصى من دنس الأنجاس وغدا لناظره قريب #لا_لبصقة_القرن #تسقط_صفقة_القرن</s></s>	No	235	ترامب الأقصى لا_لبصقة_القرن تسقط_صفقة_القرن		100+	0	4	0.0	4
73	1222228681344671488	<s><s>#</s><s>ترمب يا عينك يا جبايرك يا تعبان المفازه شرك حاضر تملى وضميرك فى الاجازه #تسقط_صفقة_القرن #القدس_ثمنها_دم #القدس_عاصمة_فلسطين_الأبدية</s></s>	No	133	ترمب تسقط_صفقة_القرن القدس_ثمنها_دم القدس_عاصمة_فلسطين_الأبدية		100+	0	4	0.0	4
74	1222229100846149632	<s><s>تبًا وتعسًا لكل مَن باع فلسطين أو تآمر عليها.. #لا_لبصقه_القرن #تسقط_صفقة_القرن</s></s>	No	79	لا_لبصقه_القرن تسقط_صفقة_القرن		71-80	0	2	0.0	4
75	1222229575893159936	<s><s>هذه الارض لا تتسع لهويتين   #القدس_عاصمة_فلسطين_الأبدية #صفقة_القرن</s></s>	No	67	القدس_عاصمة_فلسطين_الأبدية صفقة_القرن		61-70	0	2	0.0	4
76	1222229608885559296	"<s><s>لم يضحك ""صلاح الدين الأيوبي"" قبل تحريره لفلسطين قط بل كان يقول ""أستحي من الله أن أضحك والأقصى أسير"" حتى حرره !</s><s>، #القدس_عاصمه_فلسطين_الابديه #FreePalestine  </s></s>"	No	157	القدس_عاصمه_فلسطين_الابديه FreePalestine		100+	0	2	0.0	4
77	1222230847455223808	<s><s>لا تنتظروا من الجامعة العربية التي لم تستطع اخراج دولة بحجم تركيا من سوريا ان تفشل صفقة القرن وتسقط كلمة دولة بحجم امريكا #صفقة_القرن_لن_تمر</s></s>	No	140	صفقة_القرن_لن_تمر		100+	0	1	0.0	1
78	1222230926782013440	<s><s>#صفقة_القرن</s><s>معلنة منذ سنوات، تواطأ لإبرامها أنظمة عربية صهيونية معروفة.</s><s>ستظل #فلسطين_عربية وستظل #فلسطين أمانة في رقبة الشعوب العربيةوالإسلامية..</s><s>أما غالبية الحكام فهم خونة..</s><s>وحسابهم قريب..</s><s>ستنتصر ثوراتنا وتحرر أوطاننا من حكامنا قبل إسرائيل #لا_لبصقة_القرن</s></s>	No	256	صفقة_القرن فلسطين_عربية فلسطين لا_لبصقة_القرن		100+	0	4	0.0	4
