tweet_id	tweet_text	class_label	text_length
1222206178199068672	#لا_لبصقة_القرن #لا_لصفقة_القرن نعم للكفاح المسلح نعم للعمليات الفدائية نعم للإستشهاديين #تسقط_صفقة_القرن	No	105
1222207214234017536	امة عربية بتسوى صرماية.... تفه ع شرفكن يا من تسمون انفسكم #ملوك حطكن ع اكل الرز و اكل الهوا الله يلعنكن يا يهود الامة #القدس_عاصمة_فلسطين_الأبدية	No	145
1222208267839004672	تخيل تكون بالشتات ، وعمرك ما شفت فلسطين و إنولدت بجيل الدنيا فيه خربانة اصلًا و قاعد بتحضر قرار لتصفية قضيتك وبلدك اللي انت اصلًا كل همّك تشوفها محررة .. وجع قلب مش معقول .. #لا_لبصقة_القرن	No	189
1222208490678235136	اللهم رد كيد ترامب وأعوانه إلى نحورهم وقنا شرورهم   #تسقط_صفقة_القرن #لا_لبصقة_القرن	No	87
1222208712795881472	ترامب ونتنياهو قد لا يكونان في السلطة في العام المقبل... أما المقاومة باقية باقية باقية حتى زوال (إسرائيل) #لا_لبصقة_القرن #فلسطين_ستتحرر #تسقط_صفقة_القرن #لا_لصفقة_القرن	No	170
1222209813255467008	حسبنا الله ونعم الوكيل والله قلبي وجعني ع كدا قرارات  الله ينتقم من العربان   #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	122
1222209835594285056	اعملوا مية مؤتمر و حطوا عباس و بن سلمان و السيسي و كل العرب بجيبتكم، والله غير نرجع يا ولاد العايبة و نرجعها من الحد للحد و نطرد كل ابن خنزيرة منها، وعد ربنا راح يتنفذ شو ما كانت الظروف. غل يا ربنا غل مش طبي، يا ريت الواحد مات و ما شاف هيك يوم! #صفقة_القرن #لا_لبصقة_القرن	No	299
1222209996433297408	أبلغ وأوجز وأفضل تعريف لصفقة القرن ما كتبه الدكتور وليد عبدالحي "جوهر صفقة القرن هو إقناع العرب والفلسطينيين أن فلسطين "عقار" لا "وطن " #صفقة_القرن #لا_لبصقة_القرن #فلسطين	No	171
1222210115635417088	#القدس عاصمة "غير مجزأة" للكيان الصهيوني.. هنيئاً ل"سماسرة" السلام المزعوم! #صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	115
1222211319295807488	سبحان الله المظلومية كيف بتنعاد والتاريخ كيف ب عيد نفسو... بالليالي #الفاطمية عم يبو #فلسطين #القدس_عاصمة_فلسطين_الأبدية	No	122
1222211875380830208	اين الشعوب العربية.. ترامب يب القدس ل نتنياهو.. ولن صفقة القرن.. والعرب نائمون.. ويلٌ لامةٍ باعت مقدساتها.. #صفقة_العار #القدس_عاصمة_فلسطين_الأبدية	No	151
1222212020017213440	لن يزور هذان الفاشلان الفاسدان ماضينا ولن يحدد أحدهما مستقبلنا . الشعوب هي من تصنع حاضرها ومستقبلها وتحفظ تاريخها . #القدس_عاصمة_فلسطين_الأبدية وتسقط #صفقة_القرن	No	185
1222212177475534848	ياليتني مت قبل هذا وكنت نسيا منسيا.. ليتني لم أولد بزمن العار وتاريخ الذل اللهم أبرأ لك من أفعالهم #لا_لبصقة_القرن	No	114
1222213253826215936	و ستبقى فلسطين حرة، عربية، أبية، على هذه الأرض، سيدة الأرض، ما يستحق الحياة   #لا_لبصقة_القرن #صفقة_القرن	No	132
1222214075792482304	رسالة إلى نتنياهو وإلى كلابه المتصهينين  #لا_لبصقة_القرن #صفقة_القرن	No	92
1222214698168393728	اقسم بالله انا مبسوطة سعيدة بسقوط الاقنعة شكرا للسعودية الاردن الامارات البحرين مصر السيسي ابو مازن. وهو لا يمثلني  شكرا لانكم اثبتم انكم اشباه رجال، وان اظفر طفل فلسطيني بكل عروشكم الكلام عن الانظمه وليس للشعوب. فلسطين حرة ليوم الدين  #لا_لبصقة_القرن	No	254
1222214829450186752	#تسقط_صفقة_القرن عندما يرحل عن وجه هذه الحياة آخر مسلم، عندما يندثر آخر مصحف، عندما يُقتل آخر ضمير حي، ستكون لكم القدس وستكون لكم الأرض ويكون لكم كل شيء ودون ذلك لا تحلموا. لا تحلموا ستبقى الروح تقاوم، الذاكرة تقاوم، ستبقى #القدس_عاصمة_فلسطين_الأبدية	No	250
1222214915928272896	50 مليار رشوه من السعودية والامارات لابو مازن ودول الجوار علشا نسيبكم تعيشوا ولا فلسطين ولا قدس ولا عزاء للحكام الخونه #لا_لبصقة_القرن	No	134
1222215992698380288	#عاجل | #ترمب: شكرا لعُمان والبحرين والإمارات لإرسالهم سفرائهم للاحتفال معنا اليوم بخطتنا #لا_لبصقة_القرن	Yes	129
1222216050927963904	{وَلَا تَحْسَبَنَّ اللَّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ ۚ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الْأَبْصَارُ} #القدس_عاصمة_فلسطين_الأبدية	No	156
1222216138593067008	مصر :عليها اخلاء الارض في سيناء اسرائيل :عليها توجيه ضربه قوية للقطاع وارتكاب مجازر حتي يفر اهلها عبر معبر رفح الي سيناء مصر : تقدم الارض السعودية : تدفع ثمن تلك الارض لمصر ٥٨٠ مليار علي ١٠ سنوات بواقع ٥٨ مليار سنويا امريكا : تعطي الغطاء السياسي #لا_لبصقة_القرن	No	261
1222216264493535232	كل شبر من هالأرض إلنا ، كل نسمة هوا إلنا مهما حاولتوا ، فلسطين النا وصفقة القرن لن تمر إلا على أرواحنا   علّا يا بلادي علّا ، الموت ولا المذلة   وأعيد وأكرر اشي بديهي ومعروف لكن التذكير وَجَب. القدس عاصمة فلسطين الابدية   #صفقه_القرن #لا_لبصقة_القرن	No	280
1222216404654608384	شعور جدودنا ولينا في أيام مثل "معاهدة وادي عربة، كامب ديفيد" مثل شعورنا اليوم، متخيلين كمية العجز؟ احنا أضعف من المواجهة، أضعف من الضغط. .... اللهم إنا نعوذ بك من العجز، نعوذ بك من قهر الرجال. #صفقة_القرن #لا_لبصقة_القرن	No	223
1222216433419063296	#عاجل|| نتنياهو: يسعدني أن أرى سفراء الإمارات والبحرين وعمان هنا وهذا مؤشر لا للمستقبل فحسب بل للحاضر #لا_لبصقة_القرن	Yes	141
1222217559304523520	و ليمون يافا يابسٌ في غصونهِ ، وهل شجرٌ في قبضة الظُلم يُثمرُ!؟ #فلسطين #لا_لبصقة_القرن	No	111
1222217800628035584	#القدس_عاصمة_فلسطين_الأبدية ما خلقنا لنيأس خلقنا لنخوض الحياة ونحن واثقين بالله,,, #فلسطين_ستتحرر  	No	124
1222217809264095232	اقسم بالله مش مبالغة بس شعور القهر والعجز احتلني وقلبي وجعني من كمية الذل والاهانة يلي سمعتها، الله يلعن كل واحد كان السبب او ساهم فيها ويلعن كل المطبعين وكل رئيس عربي ساكت #تسقط_صفقة_القرن #لا_لبصقة_القرن	No	205
1222217933008572416	تبقين ما بقي الزمان عزيزة يا قدس مهما حاولوا أو دبروا #لا_لبصقة_القرن	No	93
1222218304833630208	نحن شة علي ابن ابي طالب في العالم، لن نتخلّى عن فلسطين ولا عن شعب فلسطين ولا عن مقدسات الأمة في فلسطين   #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	180
1222219721568854016	يا أيّها الجمعُ الذليلُ خسئتُمُ... فالحقُّ في سفْرِ الخليقةِ مُستَطَرْ أموالُكم تفنى ويبقى عارُها... وجزاؤكم يوم اللقاء المنتَظَرْ والنصرُ موعدُنا ووعدُ إلاهنا... والأمرُ من ربي كلمحٍ بالبَصَر #لا_لبصقة_القرن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	253
1222220827258753024	إلى حكومة الإحتلال الصهيوني وعلى رأسها " النتن " ياهو : #لا_لبصقة_القرن #تسقط_صفقة_القرن	No	112
1222220952030806016	القدس قلبها عربي كقلب الشقاقي .. روحها عاملية كروح مغنية .. ستسقط الصفقات بأيادي خمينية .. #لا_لبصقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	158
1222221647559696384	هنرددها جيل ورا جيل بنعاديكي يا إسرائيل لا لبصقة القرن يسقط كل من شارك فيها يسقط كل من وافق عليها #صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	137
1222221746507481088	يا صاحب اللواء إنهم يبون القدس والقضية #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	109
1222221794691764224	هذه الأرض لا تتسع لهويتين أما نحن او نحن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	109
1222223321217097728	#القدس_عاصمه_فلسطين_الابديه {وَلَا تَحْسَبَنَّ اللَّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الْأَبْصَارُ}	No	178
1222223397566001152	'' هذه الأرض لا تتسع لهويتين إما نحن او نحن   صفقة القرن تمهيداً لنهاية إسرائيل ومعركة وعد الآخرة   #تسقط_صفقه_القرن   #لا_لبصقه_القرن	No	164
1222223491925233664	علمو أولادكم أن الحب فلسطين .. والأمل فلسطين .. والحلم فلسطين .. أخبروهم بأنها عربية من الضفة وحتى غزة عاصمتها القدس .. نوروهم فالجهل مخيف . #القدس_عاصمه_فلسطين_الابديه	No	192
1222224801764384768	نحن نقف مع فلسطين ليس لأننا فلسطنيين أو حتى ليس لأننا من العالم العربي،بل نقف معها لأنها امتحان يومي لضمير العالم. #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	159
1222224819510530048	كل ما فيها وعليها ينطق "انا عربي" التاريخ يشهد، مهما طال الاحتلال لا بد أن ينتهي يوما. #فلسطين #صفقة_القرن_لن_تمر	No	137
1222224903321071616	الهدف واضح محدد و دقيق ...إزالة إسرائيل من الوجود.. #لا_لصفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	119
1222226477187522304	سيساوي: الحمدلله مصر مش زي الإمارات وعمان والبحرين، وسفير السيسي البطل محضرش مؤتمر #صفقة_القرن، #لا_لبصقة_القرن وتحيا مصر الحرة. السيسي: .......	No	168
1222228396891156480	اليوم سوف يتضح منهم أبناء المتعة والعبيد الذين يلهثون بعد اطماع الدنياء والمال ويتحالفون مع العدو المغتصب لمقدساتنا الدينية ويقوم بتأييد #صفقة_ترمب ومنهم سف الله المسلول الماضون على نهج سيدنا محمد واله الاطهار الذي سوف يسلوا سيوفهم من أغمادها ويوجهونها صوب العدو #لا_لبصقة_القرن	No	278
1222228422392459264	المجرم #ترامب لم يستوعب التغيرات الحاصلة في المنطقة يريد أن يخدم الكيان الصهيوني بأي ثمن وعليه أنلم أن محور المقاومة وفي مقدمتهم الشعب اليمني لن يتوقفوا حتى تحرير #الأقصى من دنس الأنجاس وغدا لناظره قريب #لا_لبصقة_القرن #تسقط_صفقة_القرن	No	238
1222228681344671488	#ترمب يا عينك يا جبايرك يا تعبان المفازه شرك حاضر تملى وضميرك فى الاجازه #تسقط_صفقة_القرن #القدس_ثمنها_دم #القدس_عاصمة_فلسطين_الأبدية	No	133
1222229100846149632	تبًا وتعسًا لكل مَن باع فلسطين أو تآمر عليها.. #لا_لبصقه_القرن #تسقط_صفقة_القرن	No	103
1222229575893159936	هذه الارض لا تتسع لهويتين   #القدس_عاصمة_فلسطين_الأبدية #صفقة_القرن	No	93
1222229608885559296	لم يضحك "صلاح الدين الأيوبي" قبل تحريره لفلسطين قط بل كان يقول "أستحي من الله أن أضحك والأقصى أسير" حتى حرره ! ، #القدس_عاصمه_فلسطين_الابديه #FreePalestine  	No	182
1222230847455223808	لا تنتظروا من الجامعة العربية التي لم تستطع اخراج دولة بحجم تركيا من سوريا ان تفشل صفقة القرن وتسقط كلمة دولة بحجم امريكا #صفقة_القرن_لن_تمر	No	140
1222230926782013440	#صفقة_القرن معلنة منذ سنوات، تواطأ لإبرامها أنظمة عربية صهيونية معروفة. ستظل #فلسطين_عربية وستظل #فلسطين أمانة في رقبة الشعوب العربيةوالإسلامية.. أما غالبية الحكام فهم خونة.. وحسابهم قريب.. ستنتصر ثوراتنا وتحرر أوطاننا من حكامنا قبل إسرائيل #لا_لبصقة_القرن	No	256
1222232397065924608	صورة لسفراء حكومات الدول العربية التي شاركت ترامب ونتنياهو اعلان #صفقة_القرن ركزوا حكومات لأننا نعلم أن حكومات العرب لا تمثل الشعوب #لا_لبصقة_القرن #الاردن	No	179
1222232553744162816	#دارنا_مش_للب #فلسطين_مش_للب #لا_لبصقة_القرن #يسقط_الخنازير اللهم بقوتك يا متين ياذا العرش العظيم اسقطهم سقطا مميتا .. واذل المنافقين والفاسقين بزعمهم وبصهيونيتهم العاهرة المخفية في ثياب إسلامية ! اللهم عليك بهم ياعظيم بالسحق المتوالي والبلاءات التي لا تنتهي يامجيب  	No	296
1222234083872464896	#صفقة_القرن_لن_تمر "الحضور العربي" - سفير البحرين: ممثّل ذيول ومرتزقة الأعراب وأتباع السعوديّة - سفير الإمارات: ممثّل الفساد الأخلاقي وتمويل المؤامرات الأميركية الناعمة - سفير عُمان: ممثّل تجّار العلاقات العامّة والواقفين على تلّ الخيانة.. وفي الشعوب أشباه هذه النماذج..!	No	271
1222234169197170688	يا قدس جايين انت قبلتنا الاولى.#القدس_عاصمة_فلسطين_الأبدية	No	82
1222234246820982784	من لا يملك لمن لا يستحق #لا_لصفقة_العار #فلسطين_عربية #حق_العودة #القدس_عاصمة_فلسطين_الأبدية	No	92
1222234560030748672	ويا فلسطين يا حلوتنا حريتك أولويتنا، تسقط تسقط اسرائيل  #لا_لبصقة_القرن #تسقط_صفقة_القرن	No	115
1222234583388839936	لأجلك يا مدينة الصَّلاة أصلّي لأجلك يا بهيّة المساكن يا زهرة المدائن يا قُدس يا مدينة الصَّلاة أصلّي  #القدس_عاصمة_فلسطين_الأبدية #صفقة_القرن #فيروز	No	173
1222234933118279680	متأكده ان الانظمه صدرت ما يسمى بالهواتف والانترنت لتنفيس الشباب عن ارائهم بعد ان كنا نخرج بمظاهرات مع كل قمع من الكيان الصهيونى لاخواتنا فى فلسطين نعم لقد نجحوا واصبحنا نعبر عن ارائنا ورفضنا بمجرد هاشتاج   #القدس_ثمنها_دم #جمعه_الغضب #لا_لبصقة_القرن #فلسطين	No	257
1222235295170662400	هذه خارطة دولة فلسطين العربيه وستبقى عربيه رغم خيانة الحكام وكل الي صار الشعوب رح تحكي كلمتها وبأذن الله #صفقة_القرن_لن_تمر	No	147
1222236540174290688	@realDonaldTrump وبتكتبها بالعربى علشان تذل الشعوب العربيه بحكامها الخونه مهما غيرت فى الخريطه هتفضل خريطه فلسطين فى قلوبنا هنعرفها لاولانا واولادهم ده عهد علينا ليوم الدين #لا_لبصقة_القرن #صفقة_العار	No	224
1222237982503194624	شيخ الأزهر هو من يمثلنى تحية تقدير وإعزار لفضيلة شيخ الأزهر الاستاذ الدكتور أحمد الطيب #شيخ_الأزهر #لا_لبصقه_القرٍن	No	139
1222239492456767488	فاخرجوا من أرضنا من برنا.. من بحرنا من قمحنا.. من ملحنا.. من جرحنا من كل شىء، واخرجوا من مفردات الذاكرة أيها المارون بين الكلمات العابرة...! محمود درویش #القدس_عاصمة_فلسطين_الأبدية	No	204
1222241102738153472	صورة قديمة من القدس التقطت عام 1889 التاريخ بكل حجر و زقاق , قبل قيام الكيان المسخ ب 59 عاماً ! #صفقة_القرن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	177
1222243068339986432	#لا_لبصقة_القرن أناصاحب الأرض التي دمرتها والدين لي،ولا أري لك مله أنا غارس الزيتون،فيها مهجتي والحق أن أجني وأسكن ظله من أنت حتي تستبيح كرامتي وكرامتي تأبي الخنوع محله سل من تشاء سيخبروك بأنني شيخ الصمود وكهله ومجله مهما تكالبتم علي محبوبتي فأناالجم لهاوأنتم قله #محمدالشيخ	No	300
1222243419000573952	أمس واليوم وغداً - الأرض - كل الأرض - لها إسم واحد فقط .. فلسطين . #صفقة_القرن_لن_تمر	No	109
1222243800124284928	#القدس_عاصمة_فلسطين_الأبدية علموا اولادكم ان هذه الارض كلها فلسطين علموا اولادكم ان اسرائيل غاصبة ومحتله علموا أولادكم ان القدس عاصمة فلسطين علموا أولادكم ان لنا وعد من الله بتحريرها وان الله لا يخلف الماد فصبرا ثم صبرا فإن لنا من الله جبرا يرضينا	No	273
1222243830096912384	كفاية كذب وتمثيل انت واغسل يدك من دماء المسلمين #لا_لبصقة_القرن #صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No	127
1222244549541736448	ثلاث دول خليجية هي #الإمارات ام اليهود وعدوات المسلمين ف كل مكان #والبحرين #وعمان تشارك ترمب ونتنياهو الاحتفال بـ صفقة القرن التي تمسح فلسطين من الخارطة وتسلم القدس لاسرائيل #القدس_عاصمة_فلسطين_الأبدية	Yes	201
1222246150159376384	أمريكا مخدوعة هي وساستها، إذا ظنت أنها بمناصرتها لهؤلاء السفاحين اليهود؛ سوف تكسب شيئا إلا ذل الحيرة والاضطراب. #محمود_شاكر . جمهرة مقالاته، ج١ ص٤٧٩،ط٢ مكتبة الخانجي بالقاهرة. #القدس_عاصمة_فلسطين_الأبدية #صفقه_القرن	No	215
1222246570185367552	بعيدًا عن الصراعات اللي حاصله في الدول العربية.. لكن هتفضل القضية الأساسية لكل مسلم عربي حُر هي قضية فلسطين اللي ضحى من أجلها أجيال وأجيال والنهاردة رسمي ترامب أعلن القدس عاصمة اسرائيل.. مبروك لكل حكام العرب المتخاذلين ومعدومي الشرف والضمير. #القدس_عاصمة_فلسطين_الأبدية	No	269
1222247582510043136	لمثل هذا اليوم نُصِّبت أنظمة خائنة لمثل هذا اليوم، فُتحت السجون لشرفاء الأمة لمثل هذا اليوم، وُضعت قوانين لإخراس الألسن عن النطق بكلمة الحق #لا_لصفقة_القرن #تسقط_صفقة_القرن #لا_لبصقة_القرن	No	188
1222250361513181184	القضيه الفلسطينيه هي امتحان لضمائر المسلمين جما.. يسقط كل ضمير خائن ويسقط كل ضمير صامت وتسقط #صفقة_القرن (ولا تَحسَبَن اللَّهَ غافِلًا عَمّا يَعمَلُ الظّالِمونَ إِنَّما يُؤَخِّرُهُم لِيَومٍ تَشخَصُ فيهِ الأَبصارُ) #القدس_عاصمة_فلسطين_الأبدية	No	243
1222250598906712064	القدس ليست للب و صفقتكم لن تمر #صفقه_القرن #صفقة_القرن_لن_تمر	No	63
1222251134292656128	قريبا رح يخلص الكابوس #القدس_عاصمة_فلسطين_الأبدية	No	73
1222251368825655296	يا خجل هذه الليلة من التاريخ .. #استغفر_الله #صفقة_القرن_لن_تمر	No	63
1222251427441119232	بيتي هنا.. ارضي هنا.. البحر السهل النهر لنا... #القدس_عاصمة_فلسطين_الأبدية	No	98
1222252515829452800	مصر تقدر الجهود الأمريكية، هكذا علقت خارجية السيسى على كارثة ب القدس اليوم ، صفعة القرن هى صفعة على قفا كل سيساوى لمرف بعد انه يؤيد عميل صهيوني #صفقة_القرن #القدس_ثمنها_دم #القدس_عاصمة_فلسطين_الأبدية	Yes	204
1222253450546892800	  وعـدهم ترامب بأنّها لهم، ووعـدنا   بأنّها لنا فلا جدالَ في اليقين   #لا_لصفقة_العار #القدس_ثمنها_دم #القدس_عاصمة_فلسطين_الأبدية	No	130
1222254167823126528	الخارجية المصرية تقول في بيان لها ردا علي #صفقة_القرن نقدر الجهود الأمريكية لتحقيق السلام بالقضية الفلسطينية ..هذا البيان لا يمثلني كمصري #القدس_ثمنها_دم #صفقة_القرن_لن_تمر	Yes	172
1222255830185148416	محمد جواد #ظريف : الخطة المسماة رؤية السلام هي ببساطة حلم تاجر عقاراتاني من الافلاس #الموت_لأمريكا #صفقة_القرن_لن_تمر	No	120
1222256577119510528	عايزين الشرح لوضعنا  بل أنتم يومئذٍ كثير، ولكنكم غثاء كغثاء السَّيل، ولينزعنَّ الله مِن صدور عدوِّكم المهابة منكم، وليقذفنَّ الله في قلوبكم الوَهَن. فقال قائل: يا رسول الله، وما الوَهْن؟ قال: حبُّ الدُّنيا، وكراهية الموت صدق رسول الله #لا_لبصقة_القرن #تسقط_صفقة_القرن	No	267
1222256661676613632	علموا أولادكم بأن #القدس_عاصمة_فلسطين_الأبدية، وأن #فلسطين بلاد عربية خالصة، أخبروهم بأن الترانيم الجميلة هي لفلسطين دائماً، وبأنها ستبقى (أرضِ هي القدسُ). #صفقة_القرن	No	191
1222257501523054336	فاضت لأجلكِ أرواحٌ وأرواحُ فلن يضيركِ يا أختاهُ نبّاحُ . يا أُمَّ من وُلدوا في الحربِ، غايتُهم دحرُ العدوِّ، وما كلّوا ولا ارتاحوا . دوسي برجلكِ أعناقَ الذين بغَوا واستكبروا ونوا إرثَ من راحوا! #صفقة_القرن_لن_تمر	No	239
1222258270506823680	قال اليماني لوعد الله سلمنا يا وعد بلفور يكفي لك ويكفينا هدهد سليمان جاهز والنبأ منا و #صفقة_القرن باتت في مرامينا دروبنا في يمنّا كلها يُمنى من أين ما جيت يا صوت النقا جينا الأرض لله مادامت وما دمنا بين القرى الظاهرة طابت مسارينا #صفقة_القرن_لن_تمر #القدس_ثمنها_دم #القدس	No	296
1222258573348167680	لن نتنازل عن حقنا #FreePalestine #لا_لبصقة_القرن #صفقة_القرن #DealOfTheCentury	No	102
